city,city_ascii,state_id,state_name
Zavalla,Zavalla,TX,Texas
Hanson,Hanson,KY,Kentucky
New Straitsville,New Straitsville,OH,Ohio
Echo,Echo,OR,Oregon
Moapa Town,Moapa Town,NV,Nevada
New Seabury,New Seabury,MA,Massachusetts
Lexington,Lexington,AL,Alabama
Faulkton,Faulkton,SD,South Dakota
Moncure,Moncure,NC,North Carolina
Bertrand,Bertrand,NE,Nebraska
New Kingstown,New Kingstown,PA,Pennsylvania
Seneca Gardens,Seneca Gardens,KY,Kentucky
Cherokee,Cherokee,KS,Kansas
Mineral City,Mineral City,OH,Ohio
Nicholson,Nicholson,PA,Pennsylvania
Walkerville,Walkerville,MT,Montana
North,North,SC,South Carolina
Avondale,Avondale,CO,Colorado
Clear Lake,Clear Lake,MN,Minnesota
Woodall,Woodall,OK,Oklahoma
Crofton,Crofton,KY,Kentucky
Eureka,Eureka,UT,Utah
Eastview,Eastview,TN,Tennessee
Udall,Udall,KS,Kansas
Morrison,Morrison,OK,Oklahoma
Quinhagak,Quinhagak,AK,Alaska
Rosedale,Rosedale,IN,Indiana
Vernon,Vernon,FL,Florida
Livingston Wheeler,Livingston Wheeler,NM,New Mexico
Ocracoke,Ocracoke,NC,North Carolina
Normangee,Normangee,TX,Texas
Kerkhoven,Kerkhoven,MN,Minnesota
Savoonga,Savoonga,AK,Alaska
Hennepin,Hennepin,IL,Illinois
Vandling,Vandling,PA,Pennsylvania
Tigerton,Tigerton,WI,Wisconsin
Bruce,Bruce,WI,Wisconsin
Adena,Adena,OH,Ohio
Grover,Grover,NC,North Carolina
Algodones,Algodones,NM,New Mexico
Big Thicket Lake Estates,Big Thicket Lake Estates,TX,Texas
Quincy,Quincy,OH,Ohio
Lake Shore,Lake Shore,UT,Utah
Victor,Victor,MT,Montana
Sherman,Sherman,MS,Mississippi
Rockport,Rockport,AR,Arkansas
Hosford,Hosford,FL,Florida
New River,New River,VA,Virginia
Vici,Vici,OK,Oklahoma
Cordova,Cordova,NM,New Mexico
Westbrook,Westbrook,MN,Minnesota
Preston,Preston,MD,Maryland
Bay Shore,Bay Shore,MI,Michigan
Newman Grove,Newman Grove,NE,Nebraska
Bogue,Bogue,NC,North Carolina
Woodland,Woodland,NC,North Carolina
Atlanta,Atlanta,MI,Michigan
Forestville,Forestville,NY,New York
Okay,Okay,OK,Oklahoma
Big Wells,Big Wells,TX,Texas
Chippewa Park,Chippewa Park,OH,Ohio
Chevy Chase Section Five,Chevy Chase Section Five,MD,Maryland
Whitakers,Whitakers,NC,North Carolina
Murray,Murray,IA,Iowa
Chesapeake,Chesapeake,OH,Ohio
Loyalton,Loyalton,CA,California
Shelby,Shelby,NE,Nebraska
Porum,Porum,OK,Oklahoma
Seymour,Seymour,IA,Iowa
Tangier,Tangier,VA,Virginia
Corfu,Corfu,NY,New York
Unionville,Unionville,PA,Pennsylvania
Cloudcroft,Cloudcroft,NM,New Mexico
Trimont,Trimont,MN,Minnesota
Walnut Grove,Walnut Grove,AL,Alabama
Gambell,Gambell,AK,Alaska
Maplesville,Maplesville,AL,Alabama
Scalp Level,Scalp Level,PA,Pennsylvania
Motley,Motley,VA,Virginia
Wiscon,Wiscon,FL,Florida
Reile's Acres,Reile's Acres,ND,North Dakota
Stratford,Stratford,IA,Iowa
Alburnett,Alburnett,IA,Iowa
New Milford,New Milford,IL,Illinois
Harleyville,Harleyville,SC,South Carolina
Parks,Parks,LA,Louisiana
Upton,Upton,KY,Kentucky
Brooklyn,Brooklyn,IL,Illinois
Wood Heights,Wood Heights,MO,Missouri
Holiday Beach,Holiday Beach,TX,Texas
Collbran,Collbran,CO,Colorado
East Fork,East Fork,AZ,Arizona
Greenbush,Greenbush,MN,Minnesota
Ash Fork,Ash Fork,AZ,Arizona
Buffalo,Buffalo,IN,Indiana
North Creek,North Creek,NY,New York
Charleston,Charleston,TN,Tennessee
North Freedom,North Freedom,WI,Wisconsin
Saluda,Saluda,NC,North Carolina
Vaughn,Vaughn,WA,Washington
Hampton,Hampton,MN,Minnesota
East Williston,East Williston,FL,Florida
Deemston,Deemston,PA,Pennsylvania
Condon,Condon,OR,Oregon
Quilcene,Quilcene,WA,Washington
Medora,Medora,IN,Indiana
Hospers,Hospers,IA,Iowa
Courtland,Courtland,MN,Minnesota
Bloomington,Bloomington,WI,Wisconsin
Science Hill,Science Hill,KY,Kentucky
Inyokern,Inyokern,CA,California
Bancroft,Bancroft,IA,Iowa
Perry,Perry,MO,Missouri
Mellen,Mellen,WI,Wisconsin
Frankfort,Frankfort,KS,Kansas
Pueblito del Carmen,Pueblito del Carmen,PR,Puerto Rico
Unalakleet,Unalakleet,AK,Alaska
Canton,Canton,KS,Kansas
Queenstown,Queenstown,MD,Maryland
Wartrace,Wartrace,TN,Tennessee
San Ygnacio,San Ygnacio,TX,Texas
Foot of Ten,Foot of Ten,PA,Pennsylvania
River Road,River Road,WA,Washington
Pecan Hill,Pecan Hill,TX,Texas
Melbourne Village,Melbourne Village,FL,Florida
West Wood,West Wood,UT,Utah
Jackson Heights,Jackson Heights,NC,North Carolina
Loretto,Loretto,KY,Kentucky
Battle Creek,Battle Creek,IA,Iowa
Holden,Holden,WV,West Virginia
Warsaw,Warsaw,OH,Ohio
York Haven,York Haven,PA,Pennsylvania
Ridgeway,Ridgeway,VA,Virginia
Kenefick,Kenefick,TX,Texas
Linn,Linn,TX,Texas
Wittmann,Wittmann,AZ,Arizona
Ashkum,Ashkum,IL,Illinois
Lorain,Lorain,PA,Pennsylvania
Mullan,Mullan,ID,Idaho
Corydon,Corydon,KY,Kentucky
Lone Oak,Lone Oak,TX,Texas
Pisgah,Pisgah,AL,Alabama
Oakville,Oakville,WA,Washington
Cascade,Cascade,WI,Wisconsin
Fort Jones,Fort Jones,CA,California
West Lebanon,West Lebanon,IN,Indiana
Natural Steps,Natural Steps,AR,Arkansas
Portal,Portal,GA,Georgia
McCoole,McCoole,MD,Maryland
Bevier,Bevier,MO,Missouri
Chesapeake City,Chesapeake City,MD,Maryland
Brownsdale,Brownsdale,MN,Minnesota
Springer,Springer,OK,Oklahoma
Cedar Crest,Cedar Crest,NM,New Mexico
Town of Pines,Town of Pines,IN,Indiana
Mill Creek,Mill Creek,WV,West Virginia
Pleasant View,Pleasant View,PA,Pennsylvania
Mokelumne Hill,Mokelumne Hill,CA,California
Cohassett Beach,Cohassett Beach,WA,Washington
Sewickley Hills,Sewickley Hills,PA,Pennsylvania
Oriskany Falls,Oriskany Falls,NY,New York
Deerfield,Deerfield,KS,Kansas
Potomac,Potomac,IL,Illinois
Bairdford,Bairdford,PA,Pennsylvania
Opal,Opal,VA,Virginia
Algoma,Algoma,MS,Mississippi
Lakeside,Lakeside,IA,Iowa
Mount Aetna,Mount Aetna,MD,Maryland
Falls City,Falls City,TX,Texas
Wallace,Wallace,SC,South Carolina
Cedarville,Cedarville,IL,Illinois
Crossville,Crossville,IL,Illinois
Fort Gay,Fort Gay,WV,West Virginia
Hollister,Hollister,NC,North Carolina
Bardwell,Bardwell,TX,Texas
Shannon,Shannon,IL,Illinois
Wheaton,Wheaton,MO,Missouri
Our Town,Our Town,AL,Alabama
Pleasant Hill,Pleasant Hill,LA,Louisiana
Copake Lake,Copake Lake,NY,New York
Gordonville,Gordonville,PA,Pennsylvania
Coleman,Coleman,WI,Wisconsin
Montfort,Montfort,WI,Wisconsin
Calumet,Calumet,MI,Michigan
Clarks Grove,Clarks Grove,MN,Minnesota
Bokchito,Bokchito,OK,Oklahoma
Olin,Olin,IA,Iowa
Wellsburg,Wellsburg,IA,Iowa
York,York,AZ,Arizona
Scooba,Scooba,MS,Mississippi
Harrodsburg,Harrodsburg,IN,Indiana
Thaxton,Thaxton,MS,Mississippi
Buffalo Lake,Buffalo Lake,MN,Minnesota
Silverton,Silverton,TX,Texas
Madison,Madison,AR,Arkansas
Newland,Newland,NC,North Carolina
Sand Ridge,Sand Ridge,NY,New York
Tenkiller,Tenkiller,OK,Oklahoma
Taconic Shores,Taconic Shores,NY,New York
North Gate,North Gate,CA,California
Gasquet,Gasquet,CA,California
War,War,WV,West Virginia
Amity,Amity,AR,Arkansas
Blackwells Mills,Blackwells Mills,NJ,New Jersey
Mounds,Mounds,IL,Illinois
Wild Rose,Wild Rose,WI,Wisconsin
Sedalia,Sedalia,NC,North Carolina
Nemacolin,Nemacolin,PA,Pennsylvania
East Butler,East Butler,PA,Pennsylvania
North Pearsall,North Pearsall,TX,Texas
Tallaboa,Tallaboa,PR,Puerto Rico
Westover Hills,Westover Hills,TX,Texas
Chesterfield,Chesterfield,TN,Tennessee
Passamaquoddy Pleasant Point,Passamaquoddy Pleasant Point,ME,Maine
Tres Pinos,Tres Pinos,CA,California
Trenton,Trenton,TX,Texas
Detroit,Detroit,TX,Texas
Spring Valley,Spring Valley,KY,Kentucky
Elwood,Elwood,NE,Nebraska
Bloomdale,Bloomdale,OH,Ohio
Bradford,Bradford,IL,Illinois
Santa Ana Pueblo,Santa Ana Pueblo,NM,New Mexico
Woodlawn,Woodlawn,IL,Illinois
Porter,Porter,OK,Oklahoma
Scranton,Scranton,KS,Kansas
Calpella,Calpella,CA,California
Boswell,Boswell,OK,Oklahoma
Stockton,Stockton,UT,Utah
Onaga,Onaga,KS,Kansas
Aroma Park,Aroma Park,IL,Illinois
Ruthven,Ruthven,IA,Iowa
Hoffman,Hoffman,MN,Minnesota
Wayne Lakes,Wayne Lakes,OH,Ohio
Junction City,Junction City,CA,California
Saxton,Saxton,PA,Pennsylvania
Wilton,Wilton,AL,Alabama
Millerstown,Millerstown,PA,Pennsylvania
Ririe,Ririe,ID,Idaho
Kress,Kress,TX,Texas
Miller,Miller,MO,Missouri
Maple Rapids,Maple Rapids,MI,Michigan
McDade,McDade,TX,Texas
Waubeka,Waubeka,WI,Wisconsin
San Jose,San Jose,NM,New Mexico
Gillett,Gillett,AR,Arkansas
McClure,McClure,OH,Ohio
Reeseville,Reeseville,WI,Wisconsin
Tyrone,Tyrone,NM,New Mexico
Powers,Powers,OR,Oregon
Ochlocknee,Ochlocknee,GA,Georgia
Rocky Fork Point,Rocky Fork Point,OH,Ohio
Minneola,Minneola,KS,Kansas
Twinsburg Heights,Twinsburg Heights,OH,Ohio
Colfax,Colfax,IN,Indiana
Boyden,Boyden,IA,Iowa
Hollis Crossroads,Hollis Crossroads,AL,Alabama
Kingston,Kingston,GA,Georgia
Cascade,Cascade,MT,Montana
Van Bibber Lake,Van Bibber Lake,IN,Indiana
La Moille,La Moille,IL,Illinois
Hollow Rock,Hollow Rock,TN,Tennessee
Oxford,Oxford,AR,Arkansas
West Pittsburg,West Pittsburg,PA,Pennsylvania
Timber Hills,Timber Hills,PA,Pennsylvania
Hindman,Hindman,KY,Kentucky
Mound City,Mound City,KS,Kansas
West Mansfield,West Mansfield,OH,Ohio
Dongola,Dongola,IL,Illinois
Millville,Millville,CA,California
Paragon,Paragon,IN,Indiana
Reidville,Reidville,SC,South Carolina
Ohio City,Ohio City,OH,Ohio
Nuangola,Nuangola,PA,Pennsylvania
Point Comfort,Point Comfort,TX,Texas
Fleming-Neon,Fleming-Neon,KY,Kentucky
Kingstown,Kingstown,NC,North Carolina
Beasley,Beasley,TX,Texas
Sardis,Sardis,OH,Ohio
Keiser,Keiser,AR,Arkansas
Elnora,Elnora,IN,Indiana
Kiowa,Kiowa,OK,Oklahoma
Rockland,Rockland,WI,Wisconsin
Morgantown,Morgantown,PA,Pennsylvania
West Alto Bonito,West Alto Bonito,TX,Texas
Ingold,Ingold,NC,North Carolina
Hendricks,Hendricks,MN,Minnesota
Salisbury,Salisbury,PA,Pennsylvania
Leawood,Leawood,MO,Missouri
Andrews,Andrews,FL,Florida
Noorvik,Noorvik,AK,Alaska
Tuntutuliak,Tuntutuliak,AK,Alaska
Hebron,Hebron,ND,North Dakota
Alapaha,Alapaha,GA,Georgia
Pennville,Pennville,IN,Indiana
Kirkwood,Kirkwood,IL,Illinois
Pe Ell,Pe Ell,WA,Washington
Weiner,Weiner,AR,Arkansas
Pikeville,Pikeville,NC,North Carolina
Pine Valley,Pine Valley,NY,New York
Nocona Hills,Nocona Hills,TX,Texas
Penns Creek,Penns Creek,PA,Pennsylvania
Ricardo,Ricardo,TX,Texas
Clayton,Clayton,IL,Illinois
New Bloomfield,New Bloomfield,MO,Missouri
Toksook Bay,Toksook Bay,AK,Alaska
Upper Marlboro,Upper Marlboro,MD,Maryland
Kimball,Kimball,SD,South Dakota
Bardwell,Bardwell,KY,Kentucky
McAdenville,McAdenville,NC,North Carolina
Chillicothe,Chillicothe,TX,Texas
Carrizo Hill,Carrizo Hill,TX,Texas
Lytle Creek,Lytle Creek,CA,California
New Underwood,New Underwood,SD,South Dakota
Haviland,Haviland,KS,Kansas
Sunset Valley,Sunset Valley,TX,Texas
Brownsboro Farm,Brownsboro Farm,KY,Kentucky
Kasota,Kasota,MN,Minnesota
McNary,McNary,AZ,Arizona
Blue Ridge Summit,Blue Ridge Summit,PA,Pennsylvania
Ellendale,Ellendale,MN,Minnesota
Six Mile,Six Mile,SC,South Carolina
Rowes Run,Rowes Run,PA,Pennsylvania
Sunset Village,Sunset Village,GA,Georgia
Adams,Adams,TN,Tennessee
Farmersville,Farmersville,IL,Illinois
Strawn,Strawn,TX,Texas
South Hills,South Hills,MT,Montana
Marble,Marble,MN,Minnesota
Morley,Morley,MO,Missouri
Kuttawa,Kuttawa,KY,Kentucky
Petrolia,Petrolia,TX,Texas
Watkins,Watkins,CO,Colorado
Cecilton,Cecilton,MD,Maryland
St. Florian,St. Florian,AL,Alabama
Lakehead,Lakehead,CA,California
Vader,Vader,WA,Washington
Waterloo,Waterloo,CA,California
Hillman,Hillman,MI,Michigan
Walnut Creek,Walnut Creek,AZ,Arizona
Armour,Armour,SD,South Dakota
McRae,McRae,AR,Arkansas
Oak Grove,Oak Grove,TX,Texas
Rocky Hill,Rocky Hill,NJ,New Jersey
Hull,Hull,TX,Texas
Colton,Colton,SD,South Dakota
Freeport,Freeport,MN,Minnesota
Bluford,Bluford,IL,Illinois
Osmond,Osmond,WY,Wyoming
Palmer,Palmer,TN,Tennessee
McBain,McBain,MI,Michigan
South Royalton,South Royalton,VT,Vermont
Saybrook,Saybrook,IL,Illinois
Bristow Cove,Bristow Cove,AL,Alabama
Caroleen,Caroleen,NC,North Carolina
Happy,Happy,TX,Texas
Adrian,Adrian,GA,Georgia
Chattaroy,Chattaroy,WV,West Virginia
Efland,Efland,NC,North Carolina
Coggon,Coggon,IA,Iowa
Silver Cliff,Silver Cliff,CO,Colorado
Liberty,Liberty,MS,Mississippi
Peñasco,Penasco,NM,New Mexico
Sligo,Sligo,PA,Pennsylvania
Beverly,Beverly,WV,West Virginia
Rushville,Rushville,NY,New York
Sebeka,Sebeka,MN,Minnesota
La Tina Ranch,La Tina Ranch,TX,Texas
Cloverdale,Cloverdale,MS,Mississippi
White Hall,White Hall,WV,West Virginia
Canyon City,Canyon City,OR,Oregon
Forest View,Forest View,IL,Illinois
Eckhart Mines,Eckhart Mines,MD,Maryland
Potosi,Potosi,WI,Wisconsin
Turbotville,Turbotville,PA,Pennsylvania
Albert City,Albert City,IA,Iowa
Chemung,Chemung,IL,Illinois
Eleva,Eleva,WI,Wisconsin
Sullivan,Sullivan,WI,Wisconsin
Taholah,Taholah,WA,Washington
Bodega Bay,Bodega Bay,CA,California
Ocean Isle Beach,Ocean Isle Beach,NC,North Carolina
Auburndale,Auburndale,WI,Wisconsin
Cliffside,Cliffside,NC,North Carolina
Pleasant Hill,Pleasant Hill,TX,Texas
Mathiston,Mathiston,MS,Mississippi
Thompsontown,Thompsontown,PA,Pennsylvania
South New Castle,South New Castle,PA,Pennsylvania
Russia,Russia,OH,Ohio
Loretto,Loretto,MN,Minnesota
Holden Beach,Holden Beach,NC,North Carolina
Potters Hill,Potters Hill,NC,North Carolina
Joppa,Joppa,AL,Alabama
Racine,Racine,OH,Ohio
Friendship,Friendship,TN,Tennessee
Center City,Center City,MN,Minnesota
Sycamore,Sycamore,GA,Georgia
Kooskia,Kooskia,ID,Idaho
Bolt,Bolt,WV,West Virginia
Deer Creek,Deer Creek,IL,Illinois
Kernville,Kernville,CA,California
Crofton,Crofton,NE,Nebraska
Silverton,Silverton,CO,Colorado
St. Leon,St. Leon,IN,Indiana
Oldenburg,Oldenburg,IN,Indiana
Two Rivers,Two Rivers,AK,Alaska
James Town,James Town,WY,Wyoming
Puryear,Puryear,TN,Tennessee
Addison,Addison,WV,West Virginia
Vayas,Vayas,PR,Puerto Rico
Lake Winola,Lake Winola,PA,Pennsylvania
Greenwood,Greenwood,FL,Florida
Matherville,Matherville,IL,Illinois
Viola,Viola,WI,Wisconsin
Mountain Lakes,Mountain Lakes,NH,New Hampshire
Oneida,Oneida,IL,Illinois
Austinburg,Austinburg,OH,Ohio
Alda,Alda,NE,Nebraska
Bay View,Bay View,WA,Washington
Rolling Fields,Rolling Fields,KY,Kentucky
Loghill Village,Loghill Village,CO,Colorado
Strykersville,Strykersville,NY,New York
Timber Lakes,Timber Lakes,UT,Utah
Manzanita,Manzanita,OR,Oregon
Cleveland,Cleveland,MO,Missouri
Ashley,Ashley,ND,North Dakota
Thunderbird Bay,Thunderbird Bay,TX,Texas
Elmwood,Elmwood,NE,Nebraska
Mechanicsburg,Mechanicsburg,IL,Illinois
Strathmoor Village,Strathmoor Village,KY,Kentucky
La Prairie,La Prairie,MN,Minnesota
New Cuyama,New Cuyama,CA,California
Arroyo Colorado Estates,Arroyo Colorado Estates,TX,Texas
Flovilla,Flovilla,GA,Georgia
Meridian Station,Meridian Station,MS,Mississippi
Agency,Agency,MO,Missouri
Cisne,Cisne,IL,Illinois
Parkway Village,Parkway Village,KY,Kentucky
Motley,Motley,MN,Minnesota
Welling,Welling,OK,Oklahoma
Amherst,Amherst,TX,Texas
Story,Story,WY,Wyoming
Deer Lake,Deer Lake,PA,Pennsylvania
St. Edward,St. Edward,NE,Nebraska
Genoa,Genoa,NV,Nevada
Heidelberg,Heidelberg,MS,Mississippi
Palmyra,Palmyra,IL,Illinois
Millington,Millington,IL,Illinois
Pippa Passes,Pippa Passes,KY,Kentucky
Dalzell,Dalzell,IL,Illinois
Blairstown,Blairstown,IA,Iowa
Maury City,Maury City,TN,Tennessee
Taylor Springs,Taylor Springs,IL,Illinois
Bluffs,Bluffs,IL,Illinois
Wabasso,Wabasso,MN,Minnesota
Santa Clara,Santa Clara,PR,Puerto Rico
Clio,Clio,SC,South Carolina
San Luis,San Luis,CO,Colorado
Stanwood,Stanwood,IA,Iowa
Ona,Ona,FL,Florida
Sharptown,Sharptown,MD,Maryland
Remington,Remington,VA,Virginia
Clyde,Clyde,KS,Kansas
Virgin,Virgin,UT,Utah
St. Meinrad,St. Meinrad,IN,Indiana
Carlisle,Carlisle,IN,Indiana
Wampum,Wampum,PA,Pennsylvania
San Simeon,San Simeon,CA,California
Friendship,Friendship,WI,Wisconsin
Milan,Milan,GA,Georgia
Elberfeld,Elberfeld,IN,Indiana
McDowell,McDowell,KY,Kentucky
Van Horne,Van Horne,IA,Iowa
Hershey,Hershey,NE,Nebraska
Valley Acres,Valley Acres,CA,California
Round Hill,Round Hill,VA,Virginia
Fulton,Fulton,CA,California
Thayer,Thayer,IL,Illinois
Beemer,Beemer,NE,Nebraska
Joliet,Joliet,MT,Montana
Shueyville,Shueyville,IA,Iowa
Niantic,Niantic,IL,Illinois
Greendale,Greendale,MO,Missouri
Milner,Milner,GA,Georgia
Lecompton,Lecompton,KS,Kansas
Round Rock,Round Rock,AZ,Arizona
Justice,Justice,WV,West Virginia
Eldorado Springs,Eldorado Springs,CO,Colorado
Monroe,Monroe,OR,Oregon
Clarissa,Clarissa,MN,Minnesota
Pennsbury Village,Pennsbury Village,PA,Pennsylvania
Lemitar,Lemitar,NM,New Mexico
Cove,Cove,OR,Oregon
Bendersville,Bendersville,PA,Pennsylvania
Sycamore Hills,Sycamore Hills,MO,Missouri
McLaughlin,McLaughlin,SD,South Dakota
Bluetown,Bluetown,TX,Texas
Schenevus,Schenevus,NY,New York
Yates City,Yates City,IL,Illinois
Grantsboro,Grantsboro,NC,North Carolina
El Rancho Vela,El Rancho Vela,TX,Texas
Rocky Ripple,Rocky Ripple,IN,Indiana
Greensburg,Greensburg,LA,Louisiana
Glenwood,Glenwood,GA,Georgia
Oak Level,Oak Level,VA,Virginia
Jewett,Jewett,OH,Ohio
Verlot,Verlot,WA,Washington
Weston,Weston,OR,Oregon
Fremont,Fremont,WI,Wisconsin
Viburnum,Viburnum,MO,Missouri
Summertown,Summertown,TN,Tennessee
Hills,Hills,MN,Minnesota
Allgood,Allgood,AL,Alabama
New Boston,New Boston,IL,Illinois
Sheridan,Sheridan,MI,Michigan
Crawford,Crawford,MS,Mississippi
Holland,Holland,IN,Indiana
Alhambra,Alhambra,IL,Illinois
Yakutat,Yakutat,AK,Alaska
Welcome,Welcome,MN,Minnesota
Perdido Beach,Perdido Beach,AL,Alabama
Pretty Prairie,Pretty Prairie,KS,Kansas
Melrose,Melrose,OR,Oregon
Oak City,Oak City,UT,Utah
Wickliffe,Wickliffe,KY,Kentucky
Birch Tree,Birch Tree,MO,Missouri
Hanover,Hanover,KS,Kansas
Lake Roesiger,Lake Roesiger,WA,Washington
Heron Lake,Heron Lake,MN,Minnesota
Port Leyden,Port Leyden,NY,New York
Woonsocket,Woonsocket,SD,South Dakota
Timberlake,Timberlake,OH,Ohio
Dauberville,Dauberville,PA,Pennsylvania
Ottertail,Ottertail,MN,Minnesota
New Hope,New Hope,VA,Virginia
Sharpsburg,Sharpsburg,MD,Maryland
Little Hocking,Little Hocking,OH,Ohio
Vicksburg,Vicksburg,AZ,Arizona
Waldron,Waldron,IN,Indiana
Creston,Creston,IL,Illinois
Norwood,Norwood,MO,Missouri
Norborne,Norborne,MO,Missouri
Gallaway,Gallaway,TN,Tennessee
Evansville,Evansville,IL,Illinois
Lake Arthur Estates,Lake Arthur Estates,PA,Pennsylvania
Busby,Busby,MT,Montana
Greenevers,Greenevers,NC,North Carolina
New Florence,New Florence,PA,Pennsylvania
Asharoken,Asharoken,NY,New York
North Middletown,North Middletown,KY,Kentucky
Clarence,Clarence,PA,Pennsylvania
East Pecos,East Pecos,NM,New Mexico
New Chapel Hill,New Chapel Hill,TX,Texas
Woodlawn,Woodlawn,NC,North Carolina
Satsop,Satsop,WA,Washington
Galesville,Galesville,MD,Maryland
Savanna,Savanna,OK,Oklahoma
Cordova,Cordova,IL,Illinois
Carey,Carey,ID,Idaho
Stephen,Stephen,MN,Minnesota
North San Pedro,North San Pedro,TX,Texas
Minnesota Lake,Minnesota Lake,MN,Minnesota
South Wilmington,South Wilmington,IL,Illinois
Shoshoni,Shoshoni,WY,Wyoming
Minford,Minford,OH,Ohio
North Springfield,North Springfield,VT,Vermont
Kirtland Hills,Kirtland Hills,OH,Ohio
Taycheedah,Taycheedah,WI,Wisconsin
Barlow,Barlow,KY,Kentucky
Lynch,Lynch,KY,Kentucky
Picture Rocks,Picture Rocks,PA,Pennsylvania
Alexandria,Alexandria,SD,South Dakota
Nenahnezad,Nenahnezad,NM,New Mexico
Coffeen,Coffeen,IL,Illinois
Remy,Remy,OK,Oklahoma
Sunset,Sunset,TX,Texas
Gilbert,Gilbert,SC,South Carolina
Stanton,Stanton,IA,Iowa
Agency,Agency,IA,Iowa
Green Valley,Green Valley,IL,Illinois
Blairsville,Blairsville,GA,Georgia
Rock Island,Rock Island,OK,Oklahoma
Florence,Florence,MT,Montana
Washburn,Washburn,IA,Iowa
Winslow West,Winslow West,AZ,Arizona
Rossiter,Rossiter,PA,Pennsylvania
Shawnee,Shawnee,OH,Ohio
Palo Seco,Palo Seco,PR,Puerto Rico
Vineyard Lake,Vineyard Lake,MI,Michigan
Franklin,Franklin,WV,West Virginia
Caddo Valley,Caddo Valley,AR,Arkansas
Huntsville,Huntsville,UT,Utah
Redwater,Redwater,MS,Mississippi
Argyle,Argyle,MN,Minnesota
Elloree,Elloree,SC,South Carolina
Dustin Acres,Dustin Acres,CA,California
Noble,Noble,IL,Illinois
Frost,Frost,TX,Texas
Castlewood,Castlewood,SD,South Dakota
Mendon,Mendon,OH,Ohio
Almena,Almena,WI,Wisconsin
Flintville,Flintville,TN,Tennessee
Bolton,Bolton,NC,North Carolina
Harmony,Harmony,IN,Indiana
Tidioute,Tidioute,PA,Pennsylvania
Arlee,Arlee,MT,Montana
Jennerstown,Jennerstown,PA,Pennsylvania
Clayton,Clayton,LA,Louisiana
Simla,Simla,CO,Colorado
Malta,Malta,OH,Ohio
Francis Creek,Francis Creek,WI,Wisconsin
Vermont,Vermont,IL,Illinois
Harrah,Harrah,WA,Washington
Grafton,Grafton,IL,Illinois
Brighton,Brighton,IA,Iowa
Halaula,Halaula,HI,Hawaii
Rollingstone,Rollingstone,MN,Minnesota
Whitsett,Whitsett,NC,North Carolina
Roxton,Roxton,TX,Texas
Cannonsburg,Cannonsburg,KY,Kentucky
Dufur,Dufur,OR,Oregon
Lost Nation,Lost Nation,IL,Illinois
Stratton,Stratton,CO,Colorado
Crowder,Crowder,MS,Mississippi
Saluda,Saluda,VA,Virginia
Cardwell,Cardwell,MO,Missouri
Alden,Alden,MN,Minnesota
Notus,Notus,ID,Idaho
Findlay,Findlay,IL,Illinois
St. Lucie Village,St. Lucie Village,FL,Florida
West City,West City,IL,Illinois
Kotlik,Kotlik,AK,Alaska
La Mesa,La Mesa,NM,New Mexico
Bryantown,Bryantown,MD,Maryland
Roberts,Roberts,ID,Idaho
Cohutta,Cohutta,GA,Georgia
Paukaa,Paukaa,HI,Hawaii
Iron River,Iron River,WI,Wisconsin
Ojo Amarillo,Ojo Amarillo,NM,New Mexico
Aquadale,Aquadale,NC,North Carolina
Valier,Valier,IL,Illinois
Tacna,Tacna,AZ,Arizona
Robbinsville,Robbinsville,NC,North Carolina
Waterville,Waterville,KS,Kansas
Ducor,Ducor,CA,California
Weir,Weir,KS,Kansas
Smithville,Smithville,GA,Georgia
East Avon,East Avon,NY,New York
Moravia,Moravia,IA,Iowa
Canistota,Canistota,SD,South Dakota
Roseland,Roseland,IN,Indiana
O'Brien,O'Brien,OR,Oregon
Bull Creek,Bull Creek,MO,Missouri
Alpha,Alpha,IL,Illinois
Lake Benton,Lake Benton,MN,Minnesota
Lynn,Lynn,AL,Alabama
Micanopy,Micanopy,FL,Florida
Highfill,Highfill,AR,Arkansas
Lake Milton,Lake Milton,OH,Ohio
East Vandergrift,East Vandergrift,PA,Pennsylvania
Winchester,Winchester,WI,Wisconsin
Middleton,Middleton,TN,Tennessee
Cochranville,Cochranville,PA,Pennsylvania
Dove Creek,Dove Creek,CO,Colorado
Elgin,Elgin,IA,Iowa
Thatcher,Thatcher,UT,Utah
Jay,Jay,FL,Florida
Milnor,Milnor,ND,North Dakota
Onida,Onida,SD,South Dakota
Hungry Horse,Hungry Horse,MT,Montana
Livingston,Livingston,WI,Wisconsin
Clarkson,Clarkson,NE,Nebraska
Tees Toh,Tees Toh,AZ,Arizona
Downey,Downey,ID,Idaho
Taconite,Taconite,MN,Minnesota
Dicksonville,Dicksonville,PA,Pennsylvania
Excel,Excel,AL,Alabama
Campbell,Campbell,TX,Texas
Klamath,Klamath,CA,California
Binger,Binger,OK,Oklahoma
Norwalk,Norwalk,WI,Wisconsin
Rose City,Rose City,MI,Michigan
Loleta,Loleta,CA,California
Nelsonville,Nelsonville,NY,New York
Ackermanville,Ackermanville,PA,Pennsylvania
Wingo,Wingo,KY,Kentucky
Golconda,Golconda,IL,Illinois
Davis,Davis,WV,West Virginia
The Lakes,The Lakes,MN,Minnesota
Niland,Niland,CA,California
Nisqually Indian Community,Nisqually Indian Community,WA,Washington
Cohasset,Cohasset,CA,California
Mangham,Mangham,LA,Louisiana
